MirPhase	Built	which MIR you are looking at	The "built MIR" dialect, as generated by MIR building.
MirPhase	Analysis	which MIR you are looking at	The "analysis MIR" dialect, used for borrowck and friends.
MirPhase	Runtime	which MIR you are looking at	The "runtime MIR" dialect, used for CTFE, optimizations, and codegen.
AnalysisPhase	Initial	sub-phase of analysis MIR	-
AnalysisPhase	PostCleanup	sub-phase of analysis MIR	Beginning in this phase, the following variants are disallowed: * [`TerminatorKind::FalseUnwind`] * [`TerminatorKind::FalseEdge`] * [`StatementKind::FakeRead`] * [`StatementKind::AscribeUserType`] * [`StatementKind::Coverage`] with [`CoverageKind::is_removed_after_analysis`] * [`Rvalue::Ref`] with `BorrowKind::Fake` * [`CastKind::PointerCoercion`] with any of the following: * [`PointerCoercion::ArrayToPointer`] * [`PointerCoercion::MutToConstPointer`] [`CoverageKind::is_removed_after_analysis`]: crate::mir::coverage::CoverageKind::is_removed_after_analysis Furthermore, `Deref` projections must be the first projection within any place (if they appear at all).
RuntimePhase	Initial	sub-phase of runtime MIR	In addition to the semantic changes, beginning with this phase, the following variants are disallowed: * [`TerminatorKind::Yield`] * [`TerminatorKind::CoroutineDrop`] * [`Rvalue::Aggregate`] for any `AggregateKind` except `Array` * [`Rvalue::CopyForDeref`] * [`PlaceElem::OpaqueCast`] * [`LocalInfo::DerefTemp`](super::LocalInfo::DerefTemp) And the following variants are allowed: * [`StatementKind::SetDiscriminant`] * [`PlaceElem::ConstantIndex`] / [`PlaceElem::Subslice`] after [`PlaceElem::Subslice`] Furthermore, `Copy` operands are allowed for non-`Copy` types.
RuntimePhase	PostCleanup	sub-phase of runtime MIR	Beginning with this phase, the following variant is disallowed: * [`ProjectionElem::Deref`] of `Box`.
RuntimePhase	Optimized	sub-phase of runtime MIR	-
StatementKind	Assign	what a statement inside a basic block does	Assign statements roughly correspond to an assignment in Rust proper (`x = ...`) except without the possibility of dropping the previous value (that must be done separately, if at all).
StatementKind	FakeRead	what a statement inside a basic block does	When executed at runtime, this is a nop.
StatementKind	SetDiscriminant	what a statement inside a basic block does	Write the discriminant for a variant to the enum Place.
StatementKind	StorageLive	what a statement inside a basic block does	`StorageLive` and `StorageDead` statements mark the live range of a local.
StatementKind	StorageDead	what a statement inside a basic block does	See `StorageLive` above.
StatementKind	PlaceMention	what a statement inside a basic block does	This statement exists to preserve a trace of a scrutinee matched against a wildcard binding.
StatementKind	AscribeUserType	what a statement inside a basic block does	Encodes a user's type ascription.
StatementKind	Coverage	what a statement inside a basic block does	Carries control-flow-sensitive information injected by `-Cinstrument-coverage`, such as where to generate physical coverage-counter-increments during codegen.
StatementKind	Intrinsic	what a statement inside a basic block does	Denotes a call to an intrinsic that does not require an unwind path and always returns.
StatementKind	ConstEvalCounter	what a statement inside a basic block does	Instructs the const eval interpreter to increment a counter; this counter is used to track how many steps the interpreter has taken.
StatementKind	Nop	what a statement inside a basic block does	No-op.
StatementKind	BackwardIncompatibleDropHint	what a statement inside a basic block does	Marker statement indicating where `place` would be dropped.
TerminatorKind	Goto	how a basic block hands control on	Block has one successor; we continue execution there.
TerminatorKind	SwitchInt	how a basic block hands control on	Switches based on the computed value.
TerminatorKind	UnwindResume	how a basic block hands control on	Indicates that the landing pad is finished and that the process should continue unwinding.
TerminatorKind	UnwindTerminate	how a basic block hands control on	Indicates that the landing pad is finished and that the process should terminate.
TerminatorKind	Return	how a basic block hands control on	Returns from the function.
TerminatorKind	Unreachable	how a basic block hands control on	Indicates a terminator that can never be reached.
TerminatorKind	Drop	how a basic block hands control on	The behavior of this statement differs significantly before and after drop elaboration.
TerminatorKind	Call	how a basic block hands control on	Roughly speaking, evaluates the `func` operand and the arguments, and starts execution of the referred to function.
TerminatorKind	TailCall	how a basic block hands control on	Tail call.
Rvalue	Use	how a value is computed	Yields the operand unchanged, except for a potential retag.
Rvalue	Repeat	how a value is computed	Creates an array where each element is the value of the operand.
Rvalue	Ref	how a value is computed	Creates a reference of the indicated kind to the place.
Rvalue	ThreadLocalRef	how a value is computed	Creates a pointer/reference to the given thread local.
Rvalue	RawPtr	how a value is computed	Creates a raw pointer with the indicated mutability to the place.
Rvalue	Cast	how a value is computed	Performs essentially all of the casts that can be performed via `as`.
Rvalue	BinaryOp	how a value is computed	* `Offset` has the same semantics as [`offset`](pointer::offset), except that the second parameter may be a `usize` as well.
Rvalue	UnaryOp	how a value is computed	Exactly like `BinaryOp`, but less operands.
Rvalue	Discriminant	how a value is computed	Computes the discriminant of the place, returning it as an integer of type [`discriminant_ty`].
Rvalue	Aggregate	how a value is computed	Creates an aggregate value, like a tuple or struct.
Rvalue	CopyForDeref	how a value is computed	A CopyForDeref is equivalent to a read from a place at the codegen level, but is treated specially by drop elaboration.
Rvalue	WrapUnsafeBinder	how a value is computed	Wraps a value in an unsafe binder.
Rvalue	Reborrow	how a value is computed	Creates a bitwise copy of the indicated place with the same type (if Mut) or its CoerceShared target type (if Not).
Operand	Copy	how a value is consumed	Creates a value by loading the given place.
Operand	Move	how a value is consumed	Creates a value by performing loading the place, just like the `Copy` operand.
Operand	Constant	how a value is consumed	Constants are already semantically values, and remain unchanged.
Operand	RuntimeChecks	how a value is consumed	Query the compilation session of the current crate for a particular flag.
ProjectionElem	Deref	how a place is narrowed	-
ProjectionElem	Field	how a place is narrowed	A field (e.g., `f` in `_1.f`) is one variant of [`ProjectionElem`].
ProjectionElem	Index	how a place is narrowed	Index into a slice/array.
ProjectionElem	ConstantIndex	how a place is narrowed	These endpoint-relative indices are generated by slice/array patterns.
ProjectionElem	Subslice	how a place is narrowed	These indices are generated by slice patterns.
ProjectionElem	Downcast	how a place is narrowed	"Downcast" to a variant of an enum or a coroutine.
ProjectionElem	OpaqueCast	how a place is narrowed	Like an explicit cast from an opaque type to a concrete type, but without requiring an intermediate variable.
ProjectionElem	UnwrapUnsafeBinder	how a place is narrowed	A transmute from an unsafe binder to the type that it wraps.
ProjectionElem	PhantomDeref	how a place is narrowed	A symbolic dereference of a `Reborrow` type that does not contain any `&mut T` fields.
BorrowKind	Shared	what kind of reference is taken	Data must be immutable and is aliasable.
BorrowKind	Fake	what kind of reference is taken	An immutable, aliasable borrow that is discarded after borrow-checking.
BorrowKind	Mut	what kind of reference is taken	Data is mutable and not aliasable.
AggregateKind	Array	how a composite value is built	The type is of the element.
AggregateKind	Tuple	how a composite value is built	-
AggregateKind	Adt	how a composite value is built	The second field is the variant index.
AggregateKind	Closure	how a composite value is built	-
AggregateKind	Coroutine	how a composite value is built	-
AggregateKind	CoroutineClosure	how a composite value is built	-
AggregateKind	RawPtr	how a composite value is built	Construct a raw pointer from the data pointer and metadata.
CastKind	PointerExposeProvenance	how a cast is performed	An exposing pointer to address cast.
CastKind	PointerWithExposedProvenance	how a cast is performed	An address-to-pointer cast that picks up an exposed provenance.
CastKind	PointerCoercion	how a cast is performed	Pointer related casts that are done by coercions.
CastKind	IntToInt	how a cast is performed	-
CastKind	FloatToInt	how a cast is performed	-
CastKind	FloatToFloat	how a cast is performed	-
CastKind	IntToFloat	how a cast is performed	-
CastKind	PtrToPtr	how a cast is performed	-
CastKind	FnPtrToPtr	how a cast is performed	-
CastKind	Transmute	how a cast is performed	Reinterpret the bits of the input as a different type.
CastKind	BoxDerefTransmute	how a cast is performed	A special transmute used by elaborated `box` deref's to turn the inner pointer into a raw pointer.
CastKind	Subtype	how a cast is performed	A `Subtype` cast is applied to any [`StatementKind::Assign`] where type of lvalue doesn't match the type of rvalue, the primary goal is making subtyping explicit during optimizations and codegen.
UnwindAction	Continue	where unwinding goes	No action is to be taken.
UnwindAction	Unreachable	where unwinding goes	Triggers undefined behavior if unwind happens.
UnwindAction	Terminate	where unwinding goes	Terminates the execution if unwind happens.
UnwindAction	Cleanup	where unwinding goes	Cleanups to be done.
AssertKind	BoundsCheck	which runtime check failed	-
AssertKind	Overflow	which runtime check failed	-
AssertKind	OverflowNeg	which runtime check failed	-
AssertKind	DivisionByZero	which runtime check failed	-
AssertKind	RemainderByZero	which runtime check failed	-
AssertKind	ResumedAfterReturn	which runtime check failed	-
AssertKind	ResumedAfterPanic	which runtime check failed	-
AssertKind	ResumedAfterDrop	which runtime check failed	-
AssertKind	MisalignedPointerDereference	which runtime check failed	-
AssertKind	NullPointerDereference	which runtime check failed	-
AssertKind	NullReferenceConstructed	which runtime check failed	-
AssertKind	InvalidEnumConstruction	which runtime check failed	-
NonDivergingIntrinsic	Assume	an intrinsic that cannot branch	Denotes a call to the intrinsic function `assume`.
NonDivergingIntrinsic	CopyNonOverlapping	an intrinsic that cannot branch	Denotes a call to the intrinsic function `copy_nonoverlapping`.
FakeReadCause	ForMatchGuard	why a borrow-check-only read exists	A fake read injected into a match guard to ensure that the discriminants that are being matched on aren't modified while the match guard is being evaluated.
FakeReadCause	ForMatchedPlace	why a borrow-check-only read exists	Fake read of the scrutinee of a `match` or destructuring `let` (i.e.
FakeReadCause	ForGuardBinding	why a borrow-check-only read exists	A fake read injected into a match guard to ensure that the places bound by the pattern are immutable for the duration of the match guard.
FakeReadCause	ForLet	why a borrow-check-only read exists	Officially, the semantics of `let pattern = <expr>;` is that `<expr>` is evaluated into a temporary and then this temporary is into the pattern.
FakeReadCause	ForIndex	why a borrow-check-only read exists	Currently, index expressions overloaded through the `Index` trait get lowered differently than index expressions with builtin semantics for arrays and slices — the latter will emit code to perform bound checks, and then return a MIR place that will only perform the indexing "for real" when it gets incorporated into an instruction.
CallSource	OverloadedOperator	what syntax produced a call	This came from something such as `a > b` or `a + b`.
CallSource	MatchCmp	what syntax produced a call	This was from comparison generated by a match, used by const-eval for better errors when the comparison cannot be done in compile time.
CallSource	Misc	what syntax produced a call	Other types of desugaring that did not come from the HIR, but we don't care about for diagnostics (yet).
CallSource	Use	what syntax produced a call	Use of value, generating a clone function call.
CallSource	Normal	what syntax produced a call	Normal function call, no special source.
